date,policy,issue_hour,decision_time,anchor_kw,anchor_source,observation_cutoff,boundary_method,j_keep_yuan,j_adjust_yuan,nv_yuan,delta_yuan,triggered,candidate_increase_kwh,candidate_decrease_kwh,candidate_non_emergency_cost_yuan,max_candidate_change_kwh
2025-02-01,C3,6,2025-02-01 06:00:00,0.0,attachment2:2025-02-01:slot36:ended_at:2025-02-01 06:00:00,2025-02-01 06:00:00,observed_anchor,18374.365248419137,18183.971306389263,190.39394202987387,500.0,False,331.2850001599526,0.0,12896.559936677371,179.71172497502374
2025-02-01,C3,12,2025-02-01 12:00:00,6603.9375,attachment2:2025-02-01:slot72:ended_at:2025-02-01 12:00:00,2025-02-01 12:00:00,observed_anchor,21753.24717805485,18979.347818260798,2773.8993597940607,500.0,True,2785.218343878925,0.0,13924.196554701755,623.5259460904238
2025-02-02,C3,6,2025-02-02 06:00:00,0.0,attachment2:2025-02-02:slot36:ended_at:2025-02-02 06:00:00,2025-02-02 06:00:00,observed_anchor,48835.64834314614,46521.947706253006,2313.7006368931325,500.0,True,72.54915980326717,5854.5030986675165,46500.3691853203,493.52549007488176
2025-02-02,C3,12,2025-02-02 12:00:00,6888.0375,attachment2:2025-02-02:slot72:ended_at:2025-02-02 12:00:00,2025-02-02 12:00:00,observed_anchor,40442.26825802856,36701.47586346544,3740.792394563112,500.0,True,0.0,132.43256273368354,34252.09166183106,493.52549007488176
2025-02-03,C3,6,2025-02-03 06:00:00,0.0,attachment2:2025-02-03:slot36:ended_at:2025-02-03 06:00:00,2025-02-03 06:00:00,observed_anchor,54701.413473434295,53943.03254858563,758.380924848665,500.0,True,2132.546523618161,1316.6560027777796,53071.97762531182,775.9799166666664
2025-02-03,C3,12,2025-02-03 12:00:00,6392.925,attachment2:2025-02-03:slot72:ended_at:2025-02-03 12:00:00,2025-02-03 12:00:00,observed_anchor,40843.025576861975,40655.95999359635,187.06558326562663,500.0,False,705.697702377275,421.1825916666688,36801.05720626785,383.4232966578045
2025-02-04,C3,6,2025-02-04 06:00:00,0.0,attachment2:2025-02-04:slot36:ended_at:2025-02-04 06:00:00,2025-02-04 06:00:00,observed_anchor,59413.76949923657,57991.439942437246,1422.3295567993264,500.0,True,6549.079440014092,250.2052184712195,56797.69298423381,924.190451522476
2025-02-04,C3,12,2025-02-04 12:00:00,6731.0625,attachment2:2025-02-04:slot72:ended_at:2025-02-04 12:00:00,2025-02-04 12:00:00,observed_anchor,39699.02829335202,39386.47092418864,312.5573691633836,500.0,False,440.6293945163628,542.7520699053823,36393.93092895255,185.80318080993152
2025-02-05,C3,6,2025-02-05 06:00:00,0.0,attachment2:2025-02-05:slot36:ended_at:2025-02-05 06:00:00,2025-02-05 06:00:00,observed_anchor,54021.45467149976,53036.99561579975,984.459055700012,500.0,True,1879.9364928872897,163.5548756664263,47039.68842084957,448.8267702130474
2025-02-05,C3,12,2025-02-05 12:00:00,6020.7,attachment2:2025-02-05:slot72:ended_at:2025-02-05 12:00:00,2025-02-05 12:00:00,observed_anchor,35790.32799077306,35698.74393637515,91.58405439791386,500.0,False,89.89000466111543,0.0,32508.055307443494,210.39052838017005
2025-02-06,C3,6,2025-02-06 06:00:00,0.0,attachment2:2025-02-06:slot36:ended_at:2025-02-06 06:00:00,2025-02-06 06:00:00,observed_anchor,54087.68390235127,54087.68390235127,-7.275957614183426e-12,500.0,False,0.0,81.51709102736453,48803.2520547534,50.39214285714297
2025-02-06,C3,12,2025-02-06 12:00:00,6193.6875,attachment2:2025-02-06:slot72:ended_at:2025-02-06 12:00:00,2025-02-06 12:00:00,observed_anchor,35339.810420458314,34175.03296877059,1164.7774516877253,500.0,True,0.0,2542.0415239687663,34151.589528120734,379.6760133414592
