date,slot,policy,price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,original_grid_plan_kwh,final_grid_plan_kwh,emergency_purchase_kwh,charge_kwh,discharge_kwh,remaining_energy_kwh,soc_start_kwh,soc_end_kwh,balance_error_kwh,original_plan_cost_yuan,final_non_emergency_cost_yuan,adjustment_increase_kwh,adjustment_decrease_kwh,adjustment_net_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,1,C3,0.4248,422.0303666666667,0.0,448.7464506846431,0.0,1281.3894183968112,1281.3894183968112,0.0,0.0,0.0,859.3590517301445,4910.116222222223,4910.116222222223,0.0,544.3342249349654,544.3342249349654,0.0,0.0,0.0,0.0,544.3342249349654
2025-02-01,2,C3,0.4245,415.4073166666667,0.0,441.82415640450927,0.0,1284.8111973499217,1284.8111973499217,0.0,0.0,0.0,869.403880683255,4910.116222222223,4910.116222222223,0.0,545.4023532750417,545.4023532750417,0.0,0.0,0.0,0.0,545.4023532750417
2025-02-01,3,C3,0.4269,410.7166666666667,0.0,438.6481027287038,0.0,1254.973579599589,1254.973579599589,0.0,0.0,0.0,844.256912932922,4910.116222222223,4910.116222222223,0.0,535.7482211310644,535.7482211310644,0.0,0.0,0.0,0.0,535.7482211310644
2025-02-01,4,C3,0.4272,430.2948,0.0,470.4643388855416,0.0,1283.8008179648675,1283.8008179648675,0.0,332.9468702152816,0.0,520.5591477495859,4910.116222222223,5209.768405415976,0.0,548.4397094345915,548.4397094345915,0.0,0.0,0.0,0.0,548.4397094345915
2025-02-01,5,C3,0.4271,424.4105833333333,0.0,477.5213676645724,0.0,1284.3376645623478,1284.3376645623478,0.0,806.8162968977756,0.0,53.11078433123885,5209.768405415976,5935.903072623974,0.0,548.5406165345787,548.5406165345787,0.0,0.0,0.0,0.0,548.5406165345787
2025-02-01,6,C3,0.4285,406.0516666666667,0.0,462.8204068223176,0.0,1176.5422701154812,1176.5422701154812,0.0,713.7218632931631,0.0,56.76874015565136,5935.903072623974,6578.252749587821,0.0,504.1483627444837,504.1483627444837,0.0,0.0,0.0,0.0,504.1483627444837
2025-02-01,7,C3,0.4311,436.7501833333333,0.0,484.4660283665194,0.0,504.4859680435025,504.4859680435025,0.0,67.73578471016918,0.0,0.0,6578.252749587821,6639.214955826974,0.0,217.4839008235539,217.4839008235539,0.0,0.0,0.0,0.0,217.4839008235539
2025-02-01,8,C3,0.4302,451.7976833333333,0.0,481.4074425545908,0.0,480.2995662946848,480.2995662946848,0.0,28.501882961351495,0.0,0.0,6639.214955826974,6664.86665049219,0.0,206.6248734199734,206.6248734199734,0.0,0.0,0.0,0.0,206.6248734199734
2025-02-01,9,C3,0.4279,446.08,0.0,459.87886654362137,0.0,1246.4210433905182,1246.4210433905182,0.0,766.8395036404207,0.0,33.50153975009755,6664.86665049219,7355.022203768569,0.0,533.3435644668027,533.3435644668027,0.0,0.0,0.0,0.0,533.3435644668027
2025-02-01,10,C3,0.4312,471.7663333333333,0.0,488.82460863046,0.0,511.8861549071148,511.8861549071148,0.0,0.0,0.0,40.11982157378145,7355.022203768569,7355.022203768569,0.0,220.7253099959479,220.7253099959479,0.0,0.0,0.0,0.0,220.7253099959479
2025-02-01,11,C3,0.4333,448.02596666666665,0.0,500.0389320287114,0.0,505.0260685005747,505.0260685005747,0.0,0.0,0.0,57.00010183390805,7355.022203768569,7355.022203768569,0.0,218.82779548129903,218.82779548129903,0.0,0.0,0.0,0.0,218.82779548129903
2025-02-01,12,C3,0.4311,397.40333333333336,0.0,482.8453711285058,0.0,400.0651128388745,400.0651128388745,0.0,0.0,0.0,2.6617795055411198,7355.022203768569,7355.022203768569,0.0,172.46807014483878,172.46807014483878,0.0,0.0,0.0,0.0,172.46807014483878
