date,slot,policy,price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_purchase_kwh,emergency_purchase_kwh,charge_kwh,discharge_kwh,remaining_energy_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,balance_error_kwh,total_cost_yuan
2025-03-20,1,B4,0.4248,549.8448166666667,0.0,594.7990304165063,0.0,1396.701510707747,0.0,0.0,0.0,846.8566940410803,1215.4068495376448,1215.4068495376448,593.3188017486509,0.0,0.0,593.3188017486509
2025-03-20,2,B4,0.4245,570.3135,0.0,589.139188266639,0.0,1413.3767664762054,0.0,0.0,0.0,843.0632664762054,1215.4068495376448,1215.4068495376448,599.9784373691492,0.0,0.0,599.9784373691492
2025-03-20,3,B4,0.4269,613.8516666666667,0.0,576.9388940664282,0.0,1398.6171531098464,0.0,495.4448149293792,0.0,289.3206715138005,1215.4068495376448,1661.3071829740861,597.0696626625935,0.0,0.0,597.0696626625935
2025-03-20,4,B4,0.4272,579.4561666666667,0.0,585.5582872442625,0.0,1391.1201903033796,0.0,805.5619030591172,0.0,6.102120577595656,1661.3071829740861,2386.3128957272916,594.2865452976038,0.0,0.0,594.2865452976038
2025-03-20,5,B4,0.4271,550.4449166666667,0.0,580.117133400828,0.0,1394.091298191848,0.0,813.9741647910199,0.0,29.67221673416134,2386.3128957272916,3118.8896440392095,595.4163934577382,0.0,0.0,595.4163934577382
2025-03-20,6,B4,0.4285,571.1566666666666,0.0,557.7650216084285,0.0,1379.038087161919,0.0,807.8814204952524,0.0,0.0,3118.8896440392095,3845.982922484937,590.9178203488823,0.0,0.0,590.9178203488823
2025-03-20,7,B4,0.4311,601.5890499999999,0.0,551.0084139160858,0.0,984.9912917270785,0.0,383.4022417270786,0.0,0.0,3845.982922484937,4191.044940039307,424.6297458635435,0.0,0.0,424.6297458635435
2025-03-20,8,B4,0.4302,611.48375,0.0,543.6680281025319,0.0,1346.4134779000321,32.5403115126943,767.4700394127265,0.0,0.0,4191.044940039307,4881.767975510761,579.2270781925939,69.99421006380545,1.1368683772161603e-13,649.2212882563994
2025-03-20,9,B4,0.4279,598.2166666666667,0.0,535.9056074442731,0.0,1352.8153142308247,78.73468576917537,833.3333333333334,0.0,0.0,4881.767975510761,5631.767975510761,578.8696729593698,168.4528602031507,1.1368683772161603e-13,747.3225331625206
2025-03-20,10,B4,0.4312,583.9359499999999,0.0,550.3697124832269,0.0,561.3308757617248,22.605074238275165,0.0,0.0,0.0,5631.767975510761,5631.767975510761,242.04587362845572,48.73654005772126,0.0,290.782413686177
2025-03-20,11,B4,0.4333,590.99505,0.0,582.5763570684447,0.0,608.3008395248073,0.0,17.305789524807324,0.0,0.0,5631.767975510761,5647.343186083088,263.57675376609905,0.0,0.0,263.57675376609905
2025-03-20,12,B4,0.4311,598.4433333333333,0.0,599.86445143854,0.0,1405.7451406924763,17.958738104845793,825.2605454639888,0.0,0.0,5647.343186083088,6390.077677000678,606.0167301525265,38.710059984995105,-1.1368683772161603e-13,644.7267901375217
2025-03-20,13,B4,0.4293,565.9836166666666,0.0,572.0856820541409,0.0,1399.2770713362677,0.03987866373233828,833.3333333333334,0.0,0.0,6390.077677000678,7140.077677000678,600.7096467246597,0.08559955170146412,-1.1368683772161603e-13,600.7952462763611
2025-03-20,14,B4,0.4324,546.1207666666667,0.0,560.3376225478634,0.0,575.393121612679,0.0,29.272354946012342,0.0,0.0,7140.077677000678,7166.422796452089,248.7999857853224,0.0,0.0,248.7999857853224
2025-03-20,15,B4,0.4367,565.7133333333334,0.0,578.1397317834247,0.0,612.2437685738032,0.0,46.53043524046984,0.0,0.0,7166.422796452089,7208.300188168511,267.36685373617985,0.0,0.0,267.36685373617985
2025-03-20,16,B4,0.4348,597.9265666666666,0.0,584.4588226371137,0.0,587.7902864034315,10.136280263235108,0.0,0.0,0.0,7208.300188168511,7208.300188168511,255.57121652821203,22.036273292273123,0.0,277.60748982048517
2025-03-20,17,B4,0.4335,600.9544666666667,0.0,600.3681137714358,0.0,610.1702483651493,0.0,9.215781698482601,0.0,0.0,7208.300188168511,7216.5943916971455,264.50880266629224,0.0,0.0,264.50880266629224
2025-03-20,18,B4,0.4357,587.1316666666667,0.0,613.9296777533956,0.0,671.4804551407316,0.0,84.34878847406492,0.0,0.0,7216.5943916971455,7292.508301323804,292.56403430481674,0.0,0.0,292.56403430481674
2025-03-20,19,B4,0.4374,605.2103000000001,0.0,586.2178956592396,0.0,583.8650864455952,21.345213554404836,0.0,0.0,0.0,7292.508301323804,7292.508301323804,255.38258881130335,46.68198204348338,0.0,302.0645708547867
2025-03-20,20,B4,0.4371,621.8923833333333,0.0,565.5807703139291,0.0,594.7828486228933,27.109534710440016,0.0,0.0,0.0,7292.508301323804,7292.508301323804,259.9795831330667,59.24788810966665,0.0,319.2274712427333
2025-03-20,21,B4,0.4356,620.1683333333334,0.0,576.5237563490556,0.0,621.966636782574,0.0,1.7983034492406205,0.0,0.0,7292.508301323804,7294.12677442812,270.92866698248923,0.0,0.0,270.92866698248923
2025-03-20,22,B4,0.4353,616.6230833333333,0.0,594.3302169008502,0.0,591.7675101523112,24.855573181022123,0.0,0.0,0.0,7294.12677442812,7294.12677442812,257.59639716930104,54.098155028494645,0.0,311.6945521977957
2025-03-20,23,B4,0.436,612.46375,0.0,584.6181260822282,0.0,579.6041906862274,32.85955931377259,0.0,0.0,0.0,7294.12677442812,7294.12677442812,252.70742713919515,71.63383930402426,0.0,324.3412664432194
2025-03-20,24,B4,0.4378,603.93,0.0,565.9603108720286,0.0,599.9309079444314,3.9990920555685534,0.0,0.0,0.0,7294.12677442812,7294.12677442812,262.6497514980721,8.754012509639564,0.0,271.40376400771163
2025-03-20,25,B4,0.4401,589.79495,0.0003166666666666,586.5308539778747,4.375656751697659,587.1854453790609,2.609187954272439,0.0,0.0,0.0,7294.12677442812,7294.12677442812,258.4203145113247,5.741518093376502,0.0,264.1618326047012
2025-03-20,26,B4,0.4389,581.4640499999999,0.0,596.3158962630913,4.770676879800324,586.563656838645,0.0,5.099606838645059,0.0,0.0,7294.12677442812,7298.716420582901,257.4427889864813,0.0,0.0,257.4427889864813
2025-03-20,27,B4,0.4364,585.585,0.0,585.2450285400934,0.0,612.2471909128736,0.0,26.662190912873598,0.0,0.0,7298.716420582901,7322.712392404487,267.1846741143781,0.0,0.0,267.1846741143781
2025-03-20,28,B4,0.4393,599.72965,0.0045166666666666,594.2440527036209,5.587506157713112,651.8094352929241,0.0,52.084301959590825,0.0,0.0,7322.712392404487,7369.588264168119,286.3398849241816,0.0,-3.552713678800501e-14,286.3398849241816
2025-03-20,29,B4,0.4422,616.7393166666667,0.0,608.3625193569563,6.001906150990233,633.3085171594315,0.0,16.56920049276482,0.0,0.0,7369.588264168119,7384.500544611607,280.04902628790063,0.0,0.0,280.04902628790063
2025-03-20,30,B4,0.4395,625.595,0.0,609.6133699107476,0.0,627.0984348892779,0.0,1.5034348892778553,0.0,0.0,7384.500544611607,7385.853636011958,275.60976213383765,0.0,0.0,275.60976213383765
2025-03-20,31,B4,0.4333,619.49685,0.0629333333333333,597.5287162303762,6.892686307796278,621.0130294027966,127.79122346478725,129.37033620091722,0.0,0.0,7385.853636011958,7502.286938592783,269.0849456402318,276.85968563646156,0.0,545.9446312766934
2025-03-20,32,B4,0.4439,617.8444000000001,0.0,593.7405058860846,7.285162981422559,600.7705404540025,31.389057095337762,14.315197549340155,0.0,0.0,7502.286938592783,7515.1706163871895,266.6820429075317,69.66801222310217,0.0,336.35005513063385
2025-03-20,33,B4,0.4301,607.115,0.0,593.7500838299246,0.0,1408.5725903074472,31.875743025886095,833.3333333333333,0.0,0.0,7515.1706163871895,8265.17061638719,605.827071091233,68.54878537716804,0.0,674.3758564684011
2025-03-20,34,B4,0.3713,576.3066333333334,0.8765666666666667,590.4131346528119,8.711881570151753,1375.2719514821626,33.491448517837284,833.3333333333333,0.0,0.0,8265.17061638719,9015.17061638719,510.638475585327,62.17687417336492,-2.2737367544323206e-13,572.8153497586919
2025-03-20,35,B4,0.5708,671.4631166666667,0.0,683.8311944067797,8.598490490942597,614.8919152013267,0.0,0.0,56.57120146533998,0.0,9015.17061638719,8952.313725870144,350.98030519691724,0.0,0.0,350.98030519691724
2025-03-20,36,B4,0.9099,827.015,0.0,812.8655411554369,0.0,35.00284322061191,0.0,0.0,792.0121567793881,0.0,8952.313725870144,8072.300218337491,31.849087046434775,0.0,0.0,31.849087046434775
2025-03-20,37,B4,0.9368,817.5199666666667,25.57003333333333,804.7358090700908,26.951282459555177,2.3117303362830626,0.0,0.0,789.6382029970504,0.0,8072.300218337491,7194.924437229657,2.165628979029973,0.0,0.0,2.165628979029973
2025-03-20,38,B4,0.8758,776.8039833333333,66.84066666666666,786.8392905068407,62.514563349209034,0.0,0.0,0.0,709.9633166666667,0.0,7194.924437229657,6406.076307600028,0.0,0.0,1.1368683772161603e-13,0.0
