date,slot,policy,price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_purchase_kwh,emergency_purchase_kwh,charge_kwh,discharge_kwh,remaining_energy_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,balance_error_kwh
2025-01-01,1,q4_warmup,0.4527,588.2882666666667,0.0,588.2882666666667,0.0,588.2882666666667,0.0,-0.0,0.0,0.0,6000.0,6000.0,266.31809832,0.0,0.0
2025-01-01,2,q4_warmup,0.4733,601.5881166666667,0.0,601.5881166666667,0.0,601.5881166666667,0.0,-0.0,0.0,0.0,6000.0,6000.0,284.7316556183333,0.0,0.0
2025-01-01,3,q4_warmup,0.4843,621.0933333333334,0.0,621.0933333333334,0.0,621.0933333333334,0.0,0.0,-0.0,0.0,6000.0,6000.0,300.79550133333333,0.0,0.0
2025-01-01,4,q4_warmup,0.4541,585.1051833333333,0.0,585.1051833333333,0.0,585.1051833333333,0.0,0.0,-0.0,0.0,6000.0,6000.0,265.69626375166666,0.0,0.0
2025-01-01,5,q4_warmup,0.4266,583.7604166666666,0.0,583.7604166666666,0.0,1417.09375,0.0,833.3333333333333,0.0,1.1368683772161605e-13,6000.0,6750.0,604.5321937499999,0.0,0.0
2025-01-01,6,q4_warmup,0.4311,631.1683333333334,0.0,631.1683333333334,0.0,1464.5016666666668,0.0,833.3333333333333,0.0,1.1368683772161605e-13,6750.0,7500.0,631.3466685000001,0.0,0.0
2025-01-01,7,q4_warmup,0.4544,650.0534166666666,0.0,650.0534166666666,0.0,650.0534166666666,0.0,-0.0,0.0,0.0,7500.0,7500.0,295.38427253333333,0.0,0.0
2025-01-01,8,q4_warmup,0.4483,652.8062666666666,0.0,652.8062666666666,0.0,1486.1396,0.0,833.3333333333333,0.0,1.1368683772161605e-13,7500.0,8250.0,666.2363826799999,0.0,0.0
2025-01-01,9,q4_warmup,0.4251,636.2133333333334,0.0,636.2133333333334,0.0,1469.5466666666666,0.0,833.3333333333333,0.0,-0.0,8250.0,9000.0,624.7042879999999,0.0,0.0
2025-01-01,10,q4_warmup,0.444,588.8356,0.0,588.8356,0.0,1422.1689333333334,0.0,833.3333333333333,0.0,1.1368683772161605e-13,9000.0,9750.0,631.4430064000001,0.0,0.0
2025-01-01,11,q4_warmup,0.478,615.7768833333333,0.0,615.7768833333333,0.0,615.7768833333333,0.0,0.0,0.0,-0.0,9750.0,9750.0,294.34135023333334,0.0,0.0
2025-01-01,12,q4_warmup,0.4941,677.455,0.0,677.455,0.0,677.455,0.0,0.0,0.0,-0.0,9750.0,9750.0,334.7305155,0.0,0.0
2025-01-01,13,q4_warmup,0.484,635.1118333333333,0.0,635.1118333333333,0.0,635.1118333333333,0.0,0.0,0.0,-0.0,9750.0,9750.0,307.3941273333333,0.0,0.0
2025-01-01,14,q4_warmup,0.4751,640.8249166666667,0.0,640.8249166666667,0.0,640.8249166666667,0.0,0.0,0.0,-0.0,9750.0,9750.0,304.45591790833333,0.0,0.0
2025-01-01,15,q4_warmup,0.488,705.77,0.0,705.77,0.0,705.77,0.0,0.0,0.0,-0.0,9750.0,9750.0,344.41576,0.0,0.0
2025-01-01,16,q4_warmup,0.5215,684.9959166666666,0.0,684.9959166666666,0.0,684.9959166666666,0.0,0.0,0.0,-0.0,9750.0,9750.0,357.2253705416666,0.0,0.0
2025-01-01,17,q4_warmup,0.5498,666.1490833333334,0.0,666.1490833333334,0.0,666.1490833333334,0.0,0.0,0.0,-0.0,9750.0,9750.0,366.24876601666665,0.0,0.0
2025-01-01,18,q4_warmup,0.5471,683.6983333333333,0.0,683.6983333333333,0.0,683.6983333333333,0.0,0.0,0.0,-0.0,9750.0,9750.0,374.05135816666666,0.0,0.0
2025-01-01,19,q4_warmup,0.5067,681.0096166666666,0.0,681.0096166666666,0.0,681.0096166666666,0.0,0.0,0.0,-0.0,9750.0,9750.0,345.067572765,0.0,0.0
2025-01-01,20,q4_warmup,0.4769,688.9604333333333,0.0,688.9604333333333,0.0,688.9604333333333,0.0,0.0,0.0,-0.0,9750.0,9750.0,328.56523065666664,0.0,0.0
2025-01-01,21,q4_warmup,0.4669,696.5300000000001,0.0,696.5300000000001,0.0,696.5300000000001,0.0,-0.0,0.0,0.0,9750.0,9750.0,325.209857,0.0,0.0
2025-01-01,22,q4_warmup,0.4501,658.8951833333333,0.0,658.8951833333333,0.0,992.2285166666668,0.0,333.3333333333333,0.0,5.684341886080803e-14,9750.0,10050.0,446.60205535166665,0.0,0.0
2025-01-01,23,q4_warmup,0.4608,651.7916,0.0,651.7916,0.0,651.7916,0.0,0.0,0.0,-0.0,10050.0,10050.0,300.34556928,0.0,0.0
2025-01-01,24,q4_warmup,0.4927,683.2183333333334,0.0,683.2183333333334,0.0,683.2183333333334,0.0,0.0,0.0,-0.0,10050.0,10050.0,336.6216728333334,0.0,0.0
2025-01-01,25,q4_warmup,0.4976,687.3103833333333,0.0,687.3103833333333,0.0,687.3103833333333,0.0,0.0,0.0,-0.0,10050.0,10050.0,342.0056467466667,0.0,0.0
2025-01-01,26,q4_warmup,0.4889,694.8344666666667,0.0,694.8344666666667,0.0,694.8344666666667,0.0,0.0,0.0,-0.0,10050.0,10050.0,339.70457075333337,0.0,0.0
2025-01-01,27,q4_warmup,0.4885,710.04,0.0,710.04,0.0,710.04,0.0,0.0,0.0,-0.0,10050.0,10050.0,346.85454,0.0,0.0
2025-01-01,28,q4_warmup,0.5042,702.8703666666667,0.0,702.8703666666667,0.0,702.8703666666667,0.0,0.0,0.0,-0.0,10050.0,10050.0,354.38723887333333,0.0,0.0
2025-01-01,29,q4_warmup,0.5178,710.3095,0.0,710.3095,0.0,710.3095,0.0,0.0,0.0,-0.0,10050.0,10050.0,367.7982591,0.0,0.0
2025-01-01,30,q4_warmup,0.5042,723.65,0.0,723.65,0.0,723.65,0.0,0.0,0.0,-0.0,10050.0,10050.0,364.86433,0.0,0.0
2025-01-01,31,q4_warmup,0.4639,701.3701333333333,0.00035,701.3701333333333,0.00035,701.3697833333333,0.0,0.0,0.0,-2.5829653086534288e-14,10050.0,10050.0,325.3654424883333,0.0,2.5829653086534288e-14
2025-01-01,32,q4_warmup,0.4899,717.0205500000001,0.0,717.0205500000001,0.0,717.0205500000001,0.0,-0.0,0.0,0.0,10050.0,10050.0,351.268367445,0.0,0.0
2025-01-01,33,q4_warmup,0.5194,742.765,0.0,742.765,0.0,742.765,0.0,-0.0,0.0,0.0,10050.0,10050.0,385.792141,0.0,0.0
2025-01-01,34,q4_warmup,0.4459,691.4395,0.0049833333333333,691.4395,0.0049833333333333,1524.76785,0.0,833.3333333333333,0.0,1.1368683772161605e-13,10050.0,10800.0,679.893984315,0.0,-1.1368683772161605e-13
2025-01-01,35,q4_warmup,0.6726,749.6888833333334,0.0,749.6888833333334,0.0,749.6888833333334,0.0,0.0,-0.0,-0.0,10800.0,10800.0,504.24074293,0.0,0.0
2025-01-01,36,q4_warmup,1.0693,894.8966666666666,0.0,894.8966666666666,0.0,894.8966666666666,0.0,0.0,-0.0,-0.0,10800.0,10800.0,956.9130056666664,0.0,0.0
2025-01-01,37,q4_warmup,1.0696,906.8165166666666,0.0694833333333333,906.8165166666666,0.0694833333333333,906.7470333333332,0.0,0.0,-0.0,-0.0,10800.0,10800.0,969.8566268533334,0.0,0.0
2025-01-01,38,q4_warmup,0.9974,886.1488333333333,0.0,886.1488333333333,0.0,886.1488333333333,0.0,0.0,-0.0,-0.0,10800.0,10800.0,883.8448463666666,0.0,0.0
2025-01-01,39,q4_warmup,1.0451,899.9699999999999,0.0,899.9699999999999,0.0,899.9699999999999,0.0,0.0,-0.0,-0.0,10800.0,10800.0,940.5586469999998,0.0,0.0
2025-01-01,40,q4_warmup,1.0684,907.9001166666668,0.9677,907.9001166666668,0.9677,906.9324166666668,0.0,0.0,-0.0,-3.61932706027801e-14,10800.0,10800.0,968.9665939666668,0.0,3.61932706027801e-14
2025-01-01,41,q4_warmup,1.0267,907.4001666666668,0.0,907.4001666666668,0.0,907.4001666666668,0.0,0.0,-0.0,-0.0,10800.0,10800.0,931.6277511166668,0.0,0.0
2025-01-01,42,q4_warmup,0.9814,905.605,0.5125000000000001,905.605,0.5125000000000001,905.0925,0.0,0.0,-0.0,-4.54081217071689e-14,10800.0,10800.0,888.2577795,0.0,4.54081217071689e-14
2025-01-01,43,q4_warmup,1.0187,908.2136333333332,29.299216666666663,908.2136333333332,29.299216666666663,878.9144166666665,0.0,0.0,-0.0,-0.0,10800.0,10800.0,895.3501162583332,0.0,0.0
2025-01-01,44,q4_warmup,1.0362,918.3340333333334,70.24933333333333,918.3340333333334,70.24933333333333,848.0847000000001,0.0,0.0,-0.0,1.4210854715202004e-14,10800.0,10800.0,878.7853661400002,0.0,-1.4210854715202004e-14
2025-01-01,45,q4_warmup,0.967,912.6666666666666,112.85,912.6666666666666,112.85,799.8166666666666,0.0,0.0,-0.0,-2.8421709430404014e-14,10800.0,10800.0,773.4227166666666,0.0,2.8421709430404014e-14
2025-01-01,46,q4_warmup,0.893,888.2369166666667,158.46853333333334,888.2369166666667,158.46853333333334,729.7683833333334,0.0,0.0,-0.0,2.8421709430404014e-14,10800.0,10800.0,651.6831663166668,0.0,-2.8421709430404014e-14
2025-01-01,47,q4_warmup,1.136,1014.0193833333332,209.26175,1014.0193833333332,209.26175,804.7576333333332,0.0,0.0,-0.0,-0.0,10800.0,10800.0,914.2046714666664,0.0,0.0
2025-01-01,48,q4_warmup,1.5209,1219.3333333333333,265.38125,1219.3333333333333,265.38125,120.61874999999986,-0.0,0.0,833.3333333333334,0.0,10800.0,9874.074074074077,183.44905687499977,-0.0,0.0
